edge_index,mcu_pa9_time_s,pi_irq_marker_time_s,delta_us
3677,3.6771639,3.6771675,3.60
3678,3.6781639,3.6781674,3.50
3679,3.6791638,3.6791673,3.50
3680,3.6801638,3.6801672,3.40
3681,3.6811637,3.6811672,3.50
3682,3.6821636,3.6821671,3.50
3683,3.6831636,3.6831670,3.40
3684,3.6841635,3.6841670,3.50
3685,3.6851634,3.6851669,3.50
3686,3.6861634,3.6861668,3.40
3687,3.6871633,3.6871668,3.50
3688,3.6881633,3.6881667,3.40
3689,3.6891632,3.6891667,3.50
3690,3.6901631,3.6901666,3.50
3691,3.6911631,3.6911665,3.40
3692,3.6921630,3.6921665,3.50
3693,3.6931629,3.6931664,3.50
3694,3.6941629,3.6941664,3.50
3695,3.6951628,3.6951663,3.50
3696,3.6961628,3.6961662,3.40
3697,3.6971627,3.6971662,3.50
3698,3.6981626,3.6981661,3.50
3699,3.6991626,3.6991661,3.50
3700,3.7001625,3.7001660,3.50
3701,3.7011624,3.7011659,3.50
3702,3.7021624,3.7021658,3.40
3703,3.7031623,3.7031658,3.50
3704,3.7041623,3.7041657,3.40
3705,3.7051622,3.7051657,3.50
3706,3.7061621,3.7061656,3.50
3707,3.7071621,3.7071655,3.40
3708,3.7081620,3.7081655,3.50
3709,3.7091619,3.7091655,3.60
3710,3.7101619,3.7101653,3.40
3711,3.7111618,3.7111653,3.50
3712,3.7121618,3.7121652,3.40
3713,3.7131617,3.7131652,3.50
3714,3.7141616,3.7141651,3.50
3715,3.7151616,3.7151650,3.40
3716,3.7161615,3.7161650,3.50
3717,3.7171614,3.7171649,3.50
3718,3.7181614,3.7181649,3.50
3719,3.7191613,3.7191648,3.50
3720,3.7201612,3.7201647,3.50
3721,3.7211612,3.7211647,3.50
3722,3.7221611,3.7221646,3.50
3723,3.7231611,3.7231645,3.40
3724,3.7241610,3.7241645,3.50
3725,3.7251609,3.7251645,3.60
3726,3.7261609,3.7261643,3.40
3727,3.7271608,3.7271643,3.50
3728,3.7281607,3.7281642,3.50
3729,3.7291607,3.7291642,3.50
3730,3.7301606,3.7301641,3.50
3731,3.7311606,3.7311640,3.40
3732,3.7321605,3.7321639,3.40
3733,3.7331604,3.7331639,3.50
3734,3.7341604,3.7341638,3.40
3735,3.7351603,3.7351638,3.50
3736,3.7361602,3.7361637,3.50
3737,3.7371602,3.7371637,3.50
3738,3.7381601,3.7381636,3.50
3739,3.7391601,3.7391635,3.40
3740,3.7401600,3.7401635,3.50
3741,3.7411599,3.7411634,3.50
3742,3.7421599,3.7421633,3.40
3743,3.7431598,3.7431633,3.50
3744,3.7441597,3.7441632,3.50
3745,3.7451597,3.7451631,3.40
3746,3.7461596,3.7461631,3.50
3747,3.7471596,3.7471631,3.50
3748,3.7481595,3.7481630,3.50
3749,3.7491594,3.7491629,3.50
3750,3.7501594,3.7501628,3.40
3751,3.7511593,3.7511628,3.50
3752,3.7521592,3.7521628,3.60
3753,3.7531592,3.7531626,3.40
3754,3.7541591,3.7541626,3.50
3755,3.7551591,3.7551625,3.40
3756,3.7561590,3.7561625,3.50
3757,3.7571589,3.7571624,3.50
3758,3.7581589,3.7581624,3.50
3759,3.7591588,3.7591623,3.50
3760,3.7601587,3.7601622,3.50
3761,3.7611587,3.7611621,3.40
3762,3.7621586,3.7621621,3.50
3763,3.7631585,3.7631620,3.50
3764,3.7641585,3.7641620,3.50
3765,3.7651584,3.7651619,3.50
3766,3.7661584,3.7661618,3.40
3767,3.7671583,3.7671618,3.50
3768,3.7681582,3.7681617,3.50
3769,3.7691582,3.7691616,3.40
3770,3.7701581,3.7701616,3.50
3771,3.7711580,3.7711615,3.50
3772,3.7721580,3.7721615,3.50
3773,3.7731579,3.7731614,3.50
3774,3.7741579,3.7741613,3.40
3775,3.7751578,3.7751613,3.50
3776,3.7761577,3.7761612,3.50
3777,3.7771577,3.7771611,3.40
3778,3.7781576,3.7781612,3.60
3779,3.7791575,3.7791610,3.50
3780,3.7801575,3.7801610,3.50
3781,3.7811574,3.7811609,3.50
3782,3.7821574,3.7821608,3.40
3783,3.7831573,3.7831608,3.50
3784,3.7841572,3.7841607,3.50
3785,3.7851572,3.7851607,3.50
3786,3.7861571,3.7861606,3.50
3787,3.7871570,3.7871605,3.50
3788,3.7881570,3.7881605,3.50
3789,3.7891569,3.7891604,3.50
3790,3.7901569,3.7901604,3.50
3791,3.7911568,3.7911603,3.50
3792,3.7921567,3.7921602,3.50
3793,3.7931567,3.7931602,3.50
3794,3.7941566,3.7941601,3.50
3795,3.7951565,3.7951600,3.50
3796,3.7961565,3.7961600,3.50
3797,3.7971564,3.7971599,3.50
3798,3.7981564,3.7981598,3.40
3799,3.7991563,3.7991598,3.50
3800,3.8001562,3.8001597,3.50
3801,3.8011562,3.8011596,3.40
3802,3.8021561,3.8021596,3.50
3803,3.8031560,3.8031595,3.50
3804,3.8041560,3.8041594,3.40
3805,3.8051559,3.8051594,3.50
3806,3.8061559,3.8061594,3.50
3807,3.8071558,3.8071593,3.50
3808,3.8081557,3.8081592,3.50
3809,3.8091557,3.8091591,3.40
3810,3.8101556,3.8101591,3.50
3811,3.8111555,3.8111590,3.50
3812,3.8121555,3.8121589,3.40
3813,3.8131554,3.8131589,3.50
3814,3.8141554,3.8141588,3.40
3815,3.8151553,3.8151588,3.50
3816,3.8161552,3.8161587,3.50
3817,3.8171552,3.8171586,3.40
3818,3.8181551,3.8181586,3.50
3819,3.8191550,3.8191585,3.50
3820,3.8201550,3.8201585,3.50
3821,3.8211549,3.8211584,3.50
3822,3.8221549,3.8221583,3.40
3823,3.8231548,3.8231582,3.40
3824,3.8241547,3.8241582,3.50
3825,3.8251547,3.8251582,3.50
3826,3.8261546,3.8261581,3.50
3827,3.8271545,3.8271580,3.50
3828,3.8281545,3.8281580,3.50
3829,3.8291544,3.8291579,3.50
3830,3.8301544,3.8301578,3.40
3831,3.8311543,3.8311578,3.50
3832,3.8321542,3.8321577,3.50
3833,3.8331542,3.8331577,3.50
3834,3.8341541,3.8341576,3.50
3835,3.8351540,3.8351576,3.60
3836,3.8361540,3.8361575,3.50
3837,3.8371539,3.8371574,3.50
3838,3.8381539,3.8381573,3.40
3839,3.8391538,3.8391573,3.50
3840,3.8401537,3.8401572,3.50
3841,3.8411537,3.8411571,3.40
3842,3.8421536,3.8421571,3.50
3843,3.8431535,3.8431570,3.50
3844,3.8441535,3.8441569,3.40
3845,3.8451534,3.8451569,3.50
3846,3.8461533,3.8461634,10.10
3847,3.8471533,3.8471568,3.50
3848,3.8481532,3.8481619,8.70
3849,3.8491532,3.8491566,3.40
3850,3.8501531,3.8501618,8.70
3851,3.8511530,3.8511565,3.50
3852,3.8521530,3.8521616,8.60
3853,3.8531529,3.8531564,3.50
3854,3.8541528,3.8541615,8.70
3855,3.8551528,3.8551563,3.50
3856,3.8561527,3.8561614,8.70
3857,3.8571527,3.8571561,3.40
3858,3.8581526,3.8581612,8.60
3859,3.8591525,3.8591560,3.50
3860,3.8601525,3.8601560,3.50
3861,3.8611524,3.8611559,3.50
3862,3.8621523,3.8621558,3.50
3863,3.8631523,3.8631558,3.50
3864,3.8641522,3.8641557,3.50
3865,3.8651522,3.8651556,3.40
3866,3.8661521,3.8661556,3.50
3867,3.8671520,3.8671556,3.60
3868,3.8681520,3.8681554,3.40
3869,3.8691519,3.8691554,3.50
3870,3.8701518,3.8701553,3.50
3871,3.8711518,3.8711553,3.50
3872,3.8721517,3.8721552,3.50
3873,3.8731517,3.8731551,3.40
3874,3.8741516,3.8741551,3.50
3875,3.8751515,3.8751550,3.50
3876,3.8761515,3.8761550,3.50
3877,3.8771514,3.8771549,3.50
3878,3.8781513,3.8781548,3.50
3879,3.8791513,3.8791548,3.50
3880,3.8801512,3.8801547,3.50
3881,3.8811512,3.8811546,3.40
3882,3.8821511,3.8821546,3.50
3883,3.8831510,3.8831545,3.50
3884,3.8841510,3.8841545,3.50
3885,3.8851509,3.8851544,3.50
3886,3.8861508,3.8861543,3.50
3887,3.8871508,3.8871543,3.50
3888,3.8881507,3.8881542,3.50
3889,3.8891506,3.8891541,3.50
3890,3.8901506,3.8901541,3.50
3891,3.8911505,3.8911540,3.50
3892,3.8921505,3.8921540,3.50
3893,3.8931504,3.8931539,3.50
3894,3.8941503,3.8941538,3.50
3895,3.8951503,3.8951537,3.40
3896,3.8961502,3.8961537,3.50
3897,3.8971501,3.8971536,3.50
3898,3.8981501,3.8981536,3.50
3899,3.8991500,3.8991535,3.50
3900,3.9001500,3.9001534,3.40
3901,3.9011499,3.9011534,3.50
3902,3.9021498,3.9021533,3.50
3903,3.9031498,3.9031532,3.40
3904,3.9041497,3.9041532,3.50
3905,3.9051496,3.9051531,3.50
3906,3.9061496,3.9061531,3.50
3907,3.9071495,3.9071530,3.50
3908,3.9081495,3.9081529,3.40
3909,3.9091494,3.9091529,3.50
3910,3.9101493,3.9101528,3.50
3911,3.9111493,3.9111527,3.40
3912,3.9121492,3.9121527,3.50
3913,3.9131491,3.9131526,3.50
3914,3.9141491,3.9141526,3.50
3915,3.9151490,3.9151525,3.50
3916,3.9161490,3.9161525,3.50
3917,3.9171489,3.9171524,3.50
3918,3.9181488,3.9181523,3.50
3919,3.9191488,3.9191522,3.40
3920,3.9201487,3.9201522,3.50
3921,3.9211486,3.9211521,3.50
3922,3.9221486,3.9221521,3.50
3923,3.9231485,3.9231520,3.50
3924,3.9241485,3.9241519,3.40
3925,3.9251484,3.9251519,3.50
3926,3.9261483,3.9261518,3.50
3927,3.9271483,3.9271517,3.40
3928,3.9281482,3.9281517,3.50
3929,3.9291481,3.9291516,3.50
3930,3.9301481,3.9301515,3.40
3931,3.9311480,3.9311515,3.50
3932,3.9321480,3.9321514,3.40
3933,3.9331479,3.9331514,3.50
3934,3.9341478,3.9341513,3.50
3935,3.9351478,3.9351512,3.40
3936,3.9361477,3.9361512,3.50
3937,3.9371476,3.9371511,3.50
3938,3.9381476,3.9381510,3.40
3939,3.9391475,3.9391510,3.50
3940,3.9401475,3.9401509,3.40
3941,3.9411474,3.9411509,3.50
3942,3.9421473,3.9421508,3.50
3943,3.9431473,3.9431507,3.40
3944,3.9441472,3.9441507,3.50
3945,3.9451471,3.9451506,3.50
3946,3.9461471,3.9461506,3.50
3947,3.9471470,3.9471505,3.50
3948,3.9481470,3.9481504,3.40
3949,3.9491469,3.9491504,3.50
3950,3.9501468,3.9501503,3.50
3951,3.9511468,3.9511503,3.50
3952,3.9521467,3.9521502,3.50
3953,3.9531466,3.9531502,3.60
3954,3.9541466,3.9541500,3.40
3955,3.9551465,3.9551500,3.50
3956,3.9561465,3.9561499,3.40
3957,3.9571464,3.9571499,3.50
3958,3.9581463,3.9581498,3.50
3959,3.9591463,3.9591497,3.40
3960,3.9601462,3.9601497,3.50
3961,3.9611461,3.9611496,3.50
3962,3.9621461,3.9621495,3.40
3963,3.9631460,3.9631495,3.50
3964,3.9641459,3.9641494,3.50
3965,3.9651459,3.9651494,3.50
3966,3.9661458,3.9661493,3.50
3967,3.9671458,3.9671492,3.40
3968,3.9681457,3.9681492,3.50
3969,3.9691456,3.9691491,3.50
3970,3.9701456,3.9701491,3.50
3971,3.9711455,3.9711490,3.50
3972,3.9721454,3.9721489,3.50
3973,3.9731454,3.9731489,3.50
3974,3.9741453,3.9741488,3.50
3975,3.9751453,3.9751487,3.40
3976,3.9761452,3.9761487,3.50
3977,3.9771451,3.9771486,3.50
3978,3.9781451,3.9781485,3.40
3979,3.9791450,3.9791485,3.50
3980,3.9801449,3.9801484,3.50
3981,3.9811449,3.9811484,3.50
3982,3.9821448,3.9821483,3.50
3983,3.9831448,3.9831482,3.40
3984,3.9841447,3.9841482,3.50
3985,3.9851446,3.9851481,3.50
3986,3.9861446,3.9861480,3.40
3987,3.9871445,3.9871480,3.50
3988,3.9881444,3.9881479,3.50
3989,3.9891444,3.9891479,3.50
3990,3.9901443,3.9901478,3.50
3991,3.9911443,3.9911477,3.40
3992,3.9921442,3.9921477,3.50
3993,3.9931441,3.9931476,3.50
3994,3.9941441,3.9941475,3.40
3995,3.9951440,3.9951475,3.50
3996,3.9961439,3.9961474,3.50
3997,3.9971439,3.9971473,3.40
3998,3.9981438,3.9981473,3.50
3999,3.9991437,3.9991472,3.50
4000,4.0001437,4.0001472,3.50
4001,4.0011436,4.0011472,3.60
4002,4.0021436,4.0021470,3.40
4003,4.0031435,4.0031470,3.50
4004,4.0041434,4.0041469,3.50
4005,4.0051434,4.0051469,3.50
4006,4.0061433,4.0061468,3.50
4007,4.0071432,4.0071467,3.50
4008,4.0081432,4.0081467,3.50
4009,4.0091431,4.0091466,3.50
4010,4.0101431,4.0101465,3.40
4011,4.0111430,4.0111465,3.50
4012,4.0121429,4.0121464,3.50
4013,4.0131429,4.0131464,3.50
4014,4.0141428,4.0141463,3.50
4015,4.0151427,4.0151463,3.60
4016,4.0161427,4.0161462,3.50
4017,4.0171426,4.0171461,3.50
4018,4.0181426,4.0181460,3.40
4019,4.0191425,4.0191460,3.50
4020,4.0201424,4.0201459,3.50
4021,4.0211424,4.0211458,3.40
4022,4.0221423,4.0221458,3.50
4023,4.0231422,4.0231457,3.50
4024,4.0241422,4.0241457,3.50
4025,4.0251421,4.0251456,3.50
4026,4.0261421,4.0261455,3.40
4027,4.0271420,4.0271455,3.50
4028,4.0281419,4.0281454,3.50
4029,4.0291419,4.0291454,3.50
4030,4.0301418,4.0301453,3.50
4031,4.0311417,4.0311452,3.50
4032,4.0321417,4.0321451,3.40
4033,4.0331416,4.0331451,3.50
4034,4.0341416,4.0341450,3.40
4035,4.0351415,4.0351450,3.50
4036,4.0361414,4.0361449,3.50
4037,4.0371414,4.0371449,3.50
4038,4.0381413,4.0381448,3.50
4039,4.0391412,4.0391447,3.50
4040,4.0401412,4.0401447,3.50
4041,4.0411411,4.0411498,8.70
4042,4.0421411,4.0421445,3.40
4043,4.0431410,4.0431497,8.70
4044,4.0441409,4.0441445,3.60
4045,4.0451409,4.0451443,3.40
4046,4.0461408,4.0461443,3.50
4047,4.0471407,4.0471442,3.50
4048,4.0481407,4.0481441,3.40
4049,4.0491406,4.0491441,3.50
4050,4.0501406,4.0501441,3.50
4051,4.0511405,4.0511440,3.50
4052,4.0521404,4.0521439,3.50
4053,4.0531404,4.0531438,3.40
4054,4.0541403,4.0541438,3.50
4055,4.0551402,4.0551437,3.50
4056,4.0561402,4.0561437,3.50
4057,4.0571401,4.0571436,3.50
4058,4.0581401,4.0581435,3.40
4059,4.0591400,4.0591435,3.50
4060,4.0601399,4.0601434,3.50
4061,4.0611399,4.0611433,3.40
4062,4.0621398,4.0621433,3.50
4063,4.0631397,4.0631432,3.50
4064,4.0641397,4.0641431,3.40
4065,4.0651396,4.0651431,3.50
4066,4.0661396,4.0661430,3.40
4067,4.0671395,4.0671430,3.50
4068,4.0681394,4.0681429,3.50
4069,4.0691394,4.0691428,3.40
4070,4.0701393,4.0701428,3.50
4071,4.0711392,4.0711427,3.50
4072,4.0721392,4.0721426,3.40
4073,4.0731391,4.0731426,3.50
4074,4.0741391,4.0741425,3.40
4075,4.0751390,4.0751424,3.40
4076,4.0761389,4.0761424,3.50
4077,4.0771389,4.0771423,3.40
4078,4.0781388,4.0781423,3.50
4079,4.0791387,4.0791422,3.50
4080,4.0801387,4.0801422,3.50
4081,4.0811386,4.0811421,3.50
4082,4.0821385,4.0821420,3.50
4083,4.0831385,4.0831420,3.50
4084,4.0841384,4.0841419,3.50
4085,4.0851384,4.0851418,3.40
4086,4.0861383,4.0861418,3.50
4087,4.0871382,4.0871417,3.50
4088,4.0881382,4.0881416,3.40
4089,4.0891381,4.0891416,3.50
4090,4.0901380,4.0901416,3.60
4091,4.0911380,4.0911415,3.50
4092,4.0921379,4.0921414,3.50
4093,4.0931379,4.0931413,3.40
4094,4.0941378,4.0941413,3.50
4095,4.0951377,4.0951412,3.50
4096,4.0961377,4.0961411,3.40
4097,4.0971376,4.0971411,3.50
4098,4.0981375,4.0981410,3.50
4099,4.0991375,4.0991409,3.40
4100,4.1001374,4.1001409,3.50
4101,4.1011374,4.1011408,3.40
4102,4.1021373,4.1021408,3.50
4103,4.1031372,4.1031408,3.60
4104,4.1041372,4.1041406,3.40
4105,4.1051371,4.1051406,3.50
4106,4.1061370,4.1061405,3.50
4107,4.1071370,4.1071405,3.50
4108,4.1081369,4.1081404,3.50
4109,4.1091369,4.1091404,3.50
4110,4.1101368,4.1101403,3.50
4111,4.1111367,4.1111402,3.50
4112,4.1121367,4.1121401,3.40
4113,4.1131366,4.1131401,3.50
4114,4.1141365,4.1141400,3.50
4115,4.1151365,4.1151399,3.40
4116,4.1161364,4.1161399,3.50
4117,4.1171364,4.1171398,3.40
4118,4.1181363,4.1181398,3.50
4119,4.1191362,4.1191397,3.50
4120,4.1201362,4.1201396,3.40
4121,4.1211361,4.1211396,3.50
4122,4.1221360,4.1221395,3.50
4123,4.1231360,4.1231395,3.50
4124,4.1241359,4.1241394,3.50
4125,4.1251358,4.1251393,3.50
4126,4.1261358,4.1261393,3.50
4127,4.1271357,4.1271392,3.50
4128,4.1281357,4.1281391,3.40
4129,4.1291356,4.1291391,3.50
4130,4.1301355,4.1301390,3.50
4131,4.1311355,4.1311389,3.40
4132,4.1321354,4.1321389,3.50
4133,4.1331353,4.1331388,3.50
4134,4.1341353,4.1341387,3.40
4135,4.1351352,4.1351387,3.50
4136,4.1361352,4.1361386,3.40
4137,4.1371351,4.1371386,3.50
4138,4.1381350,4.1381385,3.50
4139,4.1391350,4.1391384,3.40
4140,4.1401349,4.1401384,3.50
4141,4.1411348,4.1411383,3.50
4142,4.1421348,4.1421383,3.50
4143,4.1431347,4.1431382,3.50
4144,4.1441347,4.1441381,3.40
4145,4.1451346,4.1451381,3.50
4146,4.1461345,4.1461380,3.50
4147,4.1471345,4.1471379,3.40
4148,4.1481344,4.1481379,3.50
4149,4.1491343,4.1491378,3.50
4150,4.1501343,4.1501377,3.40
4151,4.1511342,4.1511377,3.50
4152,4.1521342,4.1521377,3.50
4153,4.1531341,4.1531376,3.50
4154,4.1541340,4.1541375,3.50
4155,4.1551340,4.1551374,3.40
4156,4.1561339,4.1561374,3.50
4157,4.1571338,4.1571442,10.40
4158,4.1581338,4.1581373,3.50
4159,4.1591337,4.1591372,3.50
4160,4.1601337,4.1601371,3.40
4161,4.1611336,4.1611371,3.50
4162,4.1621335,4.1621370,3.50
4163,4.1631335,4.1631370,3.50
4164,4.1641334,4.1641369,3.50
4165,4.1651333,4.1651369,3.60
4166,4.1661333,4.1661367,3.40
4167,4.1671332,4.1671367,3.50
4168,4.1681332,4.1681366,3.40
4169,4.1691331,4.1691418,8.70
4170,4.1701330,4.1701365,3.50
4171,4.1711330,4.1711416,8.60
4172,4.1721329,4.1721364,3.50
4173,4.1731328,4.1731363,3.50
4174,4.1741328,4.1741362,3.40
4175,4.1751327,4.1751362,3.50
4176,4.1761327,4.1761362,3.50
4177,4.1771326,4.1771361,3.50
4178,4.1781325,4.1781360,3.50
4179,4.1791325,4.1791359,3.40
4180,4.1801324,4.1801359,3.50
4181,4.1811323,4.1811358,3.50
4182,4.1821323,4.1821357,3.40
4183,4.1831322,4.1831357,3.50
4184,4.1841322,4.1841356,3.40
4185,4.1851321,4.1851356,3.50
4186,4.1861320,4.1861355,3.50
4187,4.1871320,4.1871355,3.50
4188,4.1881319,4.1881354,3.50
4189,4.1891318,4.1891353,3.50
4190,4.1901318,4.1901352,3.40
4191,4.1911317,4.1911352,3.50
4192,4.1921317,4.1921351,3.40
4193,4.1931316,4.1931351,3.50
4194,4.1941315,4.1941350,3.50
4195,4.1951315,4.1951350,3.50
4196,4.1961314,4.1961349,3.50
4197,4.1971313,4.1971348,3.50
4198,4.1981313,4.1981347,3.40
4199,4.1991312,4.1991347,3.50
4200,4.2001311,4.2001346,3.50
4201,4.2011311,4.2011346,3.50
4202,4.2021310,4.2021345,3.50
4203,4.2031310,4.2031344,3.40
4204,4.2041309,4.2041344,3.50
4205,4.2051308,4.2051343,3.50
4206,4.2061308,4.2061342,3.40
4207,4.2071307,4.2071342,3.50
4208,4.2081306,4.2081341,3.50
4209,4.2091306,4.2091341,3.50
4210,4.2101305,4.2101340,3.50
4211,4.2111305,4.2111339,3.40
4212,4.2121304,4.2121339,3.50
4213,4.2131303,4.2131338,3.50
4214,4.2141303,4.2141338,3.50
4215,4.2151302,4.2151337,3.50
4216,4.2161301,4.2161336,3.50
4217,4.2171301,4.2171336,3.50
4218,4.2181300,4.2181335,3.50
4219,4.2191300,4.2191334,3.40
4220,4.2201299,4.2201334,3.50
4221,4.2211298,4.2211333,3.50
4222,4.2221298,4.2221332,3.40
4223,4.2231297,4.2231332,3.50
4224,4.2241296,4.2241331,3.50
4225,4.2251296,4.2251330,3.40
4226,4.2261295,4.2261330,3.50
4227,4.2271295,4.2271329,3.40
4228,4.2281294,4.2281328,3.40
4229,4.2291293,4.2291328,3.50
4230,4.2301293,4.2301327,3.40
4231,4.2311292,4.2311327,3.50
4232,4.2321291,4.2321326,3.50
4233,4.2331291,4.2331326,3.50
4234,4.2341290,4.2341325,3.50
4235,4.2351290,4.2351324,3.40
4236,4.2361289,4.2361324,3.50
4237,4.2371288,4.2371323,3.50
4238,4.2381288,4.2381322,3.40
4239,4.2391287,4.2391322,3.50
4240,4.2401286,4.2401321,3.50
4241,4.2411286,4.2411320,3.40
4242,4.2421285,4.2421320,3.50
4243,4.2431284,4.2431319,3.50
4244,4.2441284,4.2441319,3.50
4245,4.2451283,4.2451318,3.50
4246,4.2461283,4.2461318,3.50
4247,4.2471282,4.2471317,3.50
4248,4.2481281,4.2481316,3.50
4249,4.2491281,4.2491315,3.40
4250,4.2501280,4.2501315,3.50
4251,4.2511279,4.2511314,3.50
4252,4.2521279,4.2521314,3.50
4253,4.2531278,4.2531313,3.50
4254,4.2541278,4.2541312,3.40
4255,4.2551277,4.2551312,3.50
4256,4.2561276,4.2561311,3.50
4257,4.2571276,4.2571310,3.40
4258,4.2581275,4.2581310,3.50
4259,4.2591274,4.2591309,3.50
4260,4.2601274,4.2601309,3.50
4261,4.2611273,4.2611308,3.50
4262,4.2621273,4.2621307,3.40
4263,4.2631272,4.2631306,3.40
4264,4.2641271,4.2641306,3.50
4265,4.2651271,4.2651305,3.40
4266,4.2661270,4.2661305,3.50
4267,4.2671269,4.2671305,3.60
4268,4.2681269,4.2681304,3.50
4269,4.2691268,4.2691304,3.60
4270,4.2701268,4.2701302,3.40
4271,4.2711267,4.2711302,3.50
4272,4.2721266,4.2721301,3.50
4273,4.2731266,4.2731300,3.40
4274,4.2741265,4.2741300,3.50
4275,4.2751264,4.2751299,3.50
4276,4.2761264,4.2761298,3.40
4277,4.2771263,4.2771298,3.50
4278,4.2781263,4.2781297,3.40
4279,4.2791262,4.2791297,3.50
4280,4.2801261,4.2801296,3.50
4281,4.2811261,4.2811295,3.40
4282,4.2821260,4.2821295,3.50
4283,4.2831259,4.2831294,3.50
4284,4.2841259,4.2841294,3.50
4285,4.2851258,4.2851293,3.50
4286,4.2861258,4.2861292,3.40
4287,4.2871257,4.2871292,3.50
4288,4.2881256,4.2881291,3.50
4289,4.2891256,4.2891290,3.40
4290,4.2901255,4.2901290,3.50
4291,4.2911254,4.2911289,3.50
4292,4.2921254,4.2921289,3.50
4293,4.2931253,4.2931288,3.50
4294,4.2941253,4.2941287,3.40
4295,4.2951252,4.2951287,3.50
4296,4.2961251,4.2961286,3.50
4297,4.2971251,4.2971285,3.40
4298,4.2981250,4.2981285,3.50
4299,4.2991249,4.2991284,3.50
4300,4.3001249,4.3001283,3.40
4301,4.3011248,4.3011283,3.50
4302,4.3021248,4.3021282,3.40
4303,4.3031247,4.3031282,3.50
4304,4.3041246,4.3041281,3.50
4305,4.3051246,4.3051280,3.40
4306,4.3061245,4.3061280,3.50
4307,4.3071244,4.3071279,3.50
4308,4.3081244,4.3081279,3.50
4309,4.3091243,4.3091278,3.50
4310,4.3101243,4.3101277,3.40
4311,4.3111242,4.3111277,3.50
4312,4.3121241,4.3121276,3.50
4313,4.3131241,4.3131275,3.40
4314,4.3141240,4.3141275,3.50
4315,4.3151239,4.3151274,3.50
4316,4.3161239,4.3161274,3.50
4317,4.3171238,4.3171273,3.50
4318,4.3181237,4.3181272,3.50
4319,4.3191237,4.3191272,3.50
4320,4.3201236,4.3201271,3.50
4321,4.3211236,4.3211270,3.40
4322,4.3221235,4.3221270,3.50
4323,4.3231234,4.3231269,3.50
4324,4.3241234,4.3241268,3.40
4325,4.3251233,4.3251268,3.50
4326,4.3261232,4.3261267,3.50
4327,4.3271232,4.3271267,3.50
4328,4.3281231,4.3281266,3.50
4329,4.3291231,4.3291266,3.50
4330,4.3301230,4.3301265,3.50
4331,4.3311229,4.3311264,3.50
4332,4.3321229,4.3321263,3.40
4333,4.3331228,4.3331263,3.50
4334,4.3341227,4.3341262,3.50
4335,4.3351227,4.3351262,3.50
4336,4.3361226,4.3361261,3.50
4337,4.3371226,4.3371260,3.40
4338,4.3381225,4.3381260,3.50
4339,4.3391224,4.3391259,3.50
4340,4.3401224,4.3401259,3.50
4341,4.3411223,4.3411258,3.50
4342,4.3421222,4.3421257,3.50
4343,4.3431222,4.3431257,3.50
4344,4.3441221,4.3441255,3.40
4345,4.3451221,4.3451255,3.40
4346,4.3461220,4.3461255,3.50
4347,4.3471219,4.3471306,8.70
4348,4.3481219,4.3481255,3.60
4349,4.3491218,4.3491305,8.70
4350,4.3501217,4.3501252,3.50
4351,4.3511217,4.3511303,8.60
4352,4.3521216,4.3521251,3.50
4353,4.3531215,4.3531302,8.70
4354,4.3541215,4.3541250,3.50
4355,4.3551214,4.3551301,8.70
4356,4.3561214,4.3561248,3.40
4357,4.3571213,4.3571300,8.70
4358,4.3581212,4.3581247,3.50
4359,4.3591212,4.3591298,8.60
4360,4.3601211,4.3601246,3.50
4361,4.3611210,4.3611245,3.50
4362,4.3621210,4.3621244,3.40
4363,4.3631209,4.3631244,3.50
4364,4.3641209,4.3641243,3.40
4365,4.3651208,4.3651243,3.50
4366,4.3661207,4.3661242,3.50
4367,4.3671207,4.3671241,3.40
4368,4.3681206,4.3681241,3.50
4369,4.3691205,4.3691240,3.50
4370,4.3701205,4.3701240,3.50
4371,4.3711204,4.3711239,3.50
4372,4.3721204,4.3721238,3.40
4373,4.3731203,4.3731238,3.50
4374,4.3741202,4.3741237,3.50
4375,4.3751202,4.3751237,3.50
4376,4.3761201,4.3761236,3.50
4377,4.3771200,4.3771235,3.50
4378,4.3781200,4.3781235,3.50
4379,4.3791199,4.3791234,3.50
4380,4.3801199,4.3801233,3.40
4381,4.3811198,4.3811233,3.50
4382,4.3821197,4.3821232,3.50
4383,4.3831197,4.3831232,3.50
4384,4.3841196,4.3841231,3.50
4385,4.3851195,4.3851230,3.50
4386,4.3861195,4.3861230,3.50
4387,4.3871194,4.3871229,3.50
4388,4.3881194,4.3881228,3.40
4389,4.3891193,4.3891228,3.50
4390,4.3901192,4.3901227,3.50
4391,4.3911192,4.3911226,3.40
4392,4.3921191,4.3921226,3.50
